"ID","Recidivism_Arrest"
3,0.869406114798039
4,0.976947218645364
7,0.135134955402464
13,0.727011010516435
16,0.605792116140947
18,0.734791257651523
19,0.586529934313148
20,0.0233749689068645
21,0.0630322250071913
24,0.749219075543806
28,0.600266012828797
29,0.07768818247132
32,0.375924905063584
33,0.155359140131623
39,0.713887901976705
40,0.850260907784104
42,0.306077771820128
45,0.672689552418888
47,0.367553813615814
50,0.752595134777948
51,0.142579715698957
54,0.130016492679715
55,0.536145832156762
58,0.673512583132833
60,0.0507238602731377
61,0.490369490347803
71,0.412585706217214
73,0.234126201597974
77,0.101167259505019
80,0.504277924541384
84,0.803969194646925
87,0.645091043785214
88,0.5123742565047
90,0.647563084959984
91,0.379920221399516
99,0.585263492772356
100,0.945488788420334
103,0.329517125152051
104,0.446313101565465
105,0.655114543158561
106,0.562192814890295
107,0.649771194905043
112,0.587904195301235
115,0.105354075552896
118,0.475947465747595
119,0.410973062040284
121,0.255964687326923
122,0.129326004069299
123,0.846701896982267
124,0.313811086118221
126,0.041626694612205
131,0.779547326499596
133,0.0677423505112529
136,0.86707010678947
138,0.360861526802182
140,0.539623003918678
142,0.849340579705313
146,0.929575521498919
149,0.592132703168318
152,0.384149543941021
153,0.750725347548723
156,0.07949472614564
157,0.515668314183131
162,0.496685840189457
164,0.613595716655254
168,0.952187011018395
170,0.991201357450336
175,0.633377188351005
188,0.876475006574765
189,0.656386958668008
196,0.268294273642823
203,0.185764158610255
205,0.651067388709635
207,0.722259366651997
211,0.515021121595055
213,0.486606258898973
227,0.582414314383641
229,0.680944015504792
232,0.626838999101892
236,0.824580653337762
238,0.0917732052039355
239,0.702127234311774
244,0.866743073565885
246,0.463408174691722
247,0.973050042521209
248,0.624788297573105
249,0.781768646324053
252,0.65904111484997
253,0.896928312256932
256,0.0803794872481376
257,0.602759349392727
263,0.312628774903715
265,0.990108161233366
266,0.575875877868384
267,0.477068474981934
270,0.320418477524072
271,0.548888116376474
277,0.786945305299014
280,0.139558575116098
284,0.808831454720348
288,0.721346014644951
303,0.792244270211086
306,0.247137796832249
307,0.942928029922768
312,0.604002625215799
315,0.0680818830151111
316,0.665313952602446
319,0.553434383124113
323,0.530671402579173
324,0.112783997552469
329,0.833993563661352
335,0.00484018446877599
343,0.836351182777435
344,0.211386251961812
345,0.60463836719282
351,0.709180968813598
352,0.0129601983353496
356,0.357195975957438
357,0.165208778344095
360,0.713959176791832
362,0.534701527561992
364,0.810613745357841
365,0.394438836723566
382,0.398477928712964
383,0.81640248815529
386,0.272325980942696
389,0.630392070161179
390,0.950067000929266
392,0.943496916210279
394,0.459556424990296
395,0.202864990802482
402,0.840722279855981
403,0.695795010775328
404,0.947725854348391
405,0.870225914986804
407,0.358403925551102
411,0.0032035568729043
420,0.883394028292969
423,0.768692335812375
426,0.408297179499641
428,0.787405106937513
430,0.805333675816655
435,0.31690830248408
439,0.859804401407018
442,0.860795334912837
443,0.74042501905933
447,0.243273813510314
452,0.281686462461948
459,0.940080175409093
460,0.115949557628483
465,0.146237194305286
467,0.714597264537588
468,0.164865038124844
469,0.905816671671346
471,0.767193268053234
478,0.918505501467735
486,0.639295910019428
488,0.754349183058366
489,0.227289874572307
496,0.960137040121481
503,0.0130189030896872
504,0.00390300690196455
505,0.428537815576419
506,0.255492096068338
508,0.248943620827049
509,0.738048472674564
511,0.264748722547665
512,0.965073348488659
517,0.796374607598409
518,0.97729108389467
520,0.725333896232769
525,0.448937684297562
532,0.658438450656831
537,0.874703867128119
543,0.0532276006415486
545,0.529597337590531
550,0.734510133974254
552,0.428427246399224
553,0.0917056167963892
554,0.758287070551887
555,0.956789857475087
557,0.603951379889622
560,0.18394299573265
564,0.929905641358346
568,0.627199909416959
569,0.528239373117685
571,0.676685634069145
573,0.927389380522072
574,0.827053352957591
575,0.0944211836904287
579,0.824132318375632
581,0.210008076159284
588,0.0853902939707041
592,0.434392580529675
593,0.00962521461769938
595,0.632985082454979
596,0.306729575386271
597,0.173911776393652
601,0.483055344084278
602,0.3814956699498
606,0.986209034686908
610,0.1253423653543
611,0.885943541536108
617,0.779970659408718
618,0.136073461966589
622,0.192102698143572
623,0.344362576957792
626,0.175011711660773
628,0.845534513238817
629,0.903447213117033
631,0.505715794861317
633,0.559180882293731
634,0.713119485182688
637,0.909803862683475
640,0.0424221288412809
646,0.816813455661759
649,0.43008931283839
651,0.973404752556235
653,0.251523815561086
654,0.110493506072089
657,0.677149663446471
660,0.839494316838682
661,0.866902796085924
667,0.391727154375985
672,0.743818328017369
673,0.167089041788131
678,0.433591686422005
686,0.35205264785327
687,0.846971874125302
691,0.368311780272052
694,0.655594043200836
695,0.980854432564229
696,0.506511242827401
699,0.543870957335457
710,0.558274613227695
712,0.886122362222522
713,0.0993319703266025
714,0.773143459577113
715,0.344999085180461
717,0.0813179379329085
719,0.0920534953474998
724,0.0422942235600203
725,0.419663514010608
726,0.755732554709539
731,0.38842847943306
736,0.752816348802298
738,0.395274585112929
741,0.358648400520906
744,0.739176569040865
753,0.557930370094255
754,0.861910176929086
762,0.856307003414258
763,0.4288750377018
766,0.195003813831136
768,0.363952841144055
770,0.217983593931422
771,0.217545074876398
773,0.968330749776214
774,0.786069070221856
775,0.200952085200697
776,0.841096168383956
787,0.462742485804483
788,0.0277000567875803
789,0.547327923588455
791,0.756182314828038
795,0.611507126828656
797,0.288227418204769
802,0.402849606238306
809,0.685526099521667
811,0.458595922682434
822,0.0445812284015119
833,0.965651141945273
834,0.559983498882502
838,0.603240954689682
843,0.354747273726389
845,0.0137996126431972
847,0.977638507960364
854,0.37814574688673
855,0.586040121503174
860,0.570460312534124
861,0.445003822445869
862,0.59754383796826
867,0.023863292997703
871,0.676561608444899
876,0.250087151071057
878,0.209123257780448
879,0.958386979065835
881,0.504214438609779
882,0.318927309010178
883,0.709284219658002
886,0.618047459283844
889,0.988693460356444
890,0.269361289450899
891,0.055758556118235
892,0.436183082405478
899,0.476559648290277
902,0.762086483649909
904,0.746394091052935
908,0.302804549923167
909,0.321398053551093
910,0.70839644712396
913,0.895537682110444
920,0.878004368394613
921,0.0163959192577749
922,0.718710058368742
926,0.702050323830917
928,0.800524836638942
929,0.025361075764522
933,0.262906568357721
934,0.676484139636159
940,0.961847524158657
942,0.284939192933962
943,0.434834239073098
944,0.689421481918544
949,0.232587375445291
951,0.591838417807594
956,0.691288711037487
957,0.941608782391995
959,0.379271830432117
965,0.238948242971674
967,0.578451323090121
970,0.528103391639888
971,0.464945554733276
973,0.159149965504184
974,0.188469016226009
977,0.00481394724920392
978,0.404177899239585
979,0.908170817885548
980,0.10185026936233
983,0.899836555123329
989,0.487298836931586
994,0.168543688254431
998,0.0738523344043642
999,0.982028203085065
1004,0.188349169446155
1014,0.301492998143658
1016,0.71770635037683
1020,0.164887899998575
1024,0.661808270961046
1025,0.572305729612708
1027,0.651570332236588
1031,0.61477109324187
1032,0.335760533809662
1033,0.860742263728753
1035,0.563153437105939
1038,0.5317283407785
1039,0.363415117608383
1040,0.578213299624622
1042,0.128848064923659
1043,0.951583358692005
1044,0.814083841629326
1046,0.10055439802818
1047,0.304039087612182
1051,0.283283340046182
1052,0.269714968511835
1055,0.38493115734309
1060,0.652358222519979
1065,0.316548463888466
1068,0.658120472915471
1070,0.727651471737772
1074,0.851007323944941
1075,0.912645037285984
1077,0.846418115310371
1081,0.592625345336273
1083,0.654525122605264
1085,0.341412445064634
1086,0.531925130169839
1087,0.673572621541098
1089,0.837183006340638
1090,0.611448369454592
1093,0.263268470298499
1101,0.0612180042080581
1104,0.647315267939121
1105,0.896961464779451
1106,0.476700230268762
1110,0.322087657405064
1111,0.34769393899478
1112,0.0685382587835193
1114,0.0476195581723005
1115,0.556116627994925
1117,0.66801789496094
1120,0.324278198182583
1123,0.434753546258435
1125,0.948341075563803
1127,0.594312143046409
1129,0.953884805552661
1131,0.255192993907258
1132,0.18188495375216
1133,0.368600634625182
1134,0.399545593420044
1136,0.0316288769245148
1139,0.518599956762046
1142,0.971651406260207
1145,0.898448377614841
1148,0.652798369526863
1149,0.665282095782459
1152,0.955837275832891
1155,0.738513669231907
1157,0.263488156953827
1170,0.958834965946153
1173,0.43074109707959
1175,0.143993215635419
1177,0.806569328764454
1179,0.399213231168687
1182,0.993758029537275
1186,0.541328022256494
1187,0.0442581819370389
1188,0.0559902647510171
1190,0.821487438399345
1191,0.0828568455763161
1193,0.0980457896366715
1196,0.717124339193106
1201,0.244197234511375
1209,0.744726008037105
1213,0.360767311183736
1214,0.26257613254711
1217,0.80158108077012
1220,0.849675046745688
1221,0.194882177514955
1224,0.284505283692852
1232,0.265057002427056
1233,0.134548224043101
1236,0.354627394350246
1238,0.0718178821261972
1240,0.942321219481528
1241,0.176365589955822
1248,0.293214022647589
1249,0.866309949662536
1250,0.798096934566274
1251,0.42566613596864
1253,0.629749063169584
1254,0.22489474597387
1255,0.955693457042798
1256,0.154297586530447
1264,0.0279884112533182
1266,0.321123007452115
1267,0.106221651658416
1268,0.173361415741965
1272,0.869360638782382
1273,0.642705247970298
1278,0.952738145599142
1280,0.71819930174388
1289,0.764193320879713
1291,0.97594351391308
1296,0.9588298429735
1305,0.562876128824428
1307,0.390160446986556
1308,0.683803253108636
1311,0.921269312733784
1316,0.421612487407401
1317,0.545702404342592
1319,0.937107410281897
1321,0.761369833955541
1325,0.54877220490016
1326,0.388247676659375
1334,0.747464951826259
1335,0.878335739485919
1342,0.612733244197443
1343,0.133477293420583
1354,0.0158014947082847
1356,0.979670498287305
1358,0.230469111120328
1362,0.0576181428041309
1366,0.33186866925098
1367,0.383005422540009
1370,0.67554656160064
1373,0.471925406716764
1374,0.617115441011265
1378,0.383819797076285
1379,0.0421868553385139
1380,0.841346764704213
1383,0.247036444954574
1384,0.0833524952176958
1385,0.108117861906067
1386,0.928501966409385
